"town","townID","totpixels","openwater","devopen","devlow","devmed","devhigh","barrenrock","decidforest","evergrnfor","mixedforest","shrubscrub","grassherb","pasturehay","cultcrop","woodywet","emergherbwet","RPopenwater","RPdevopen","RPdevlow","RPdevmed","RPdevhigh","RPbarrenrock","RPdecidforest","RPevergrnfor","RPmixedforest","RPshrubscrub","RPgrassherb","RPpasturehay","RPcultcrop","RPwoodywet","RPemergherbwet","Cforest","Clowdev","Chighdev","Cgrass","CPforest","CPshrubscrub","CPlowdev","CPhighdev","CPgrass","CPemherbwet","CPwoodywet","CPopenwater","nmds2011.1","nmds2011.2"
"HAVERHILL",128,102785,6880,10953,14817,16565,4134,454,21677,3798,7168,138,1144,6156,354,7693,854,0.066935837,0.106562242,0.144155276,0.161161648,0.040219876,0.004416987,0.210896532,0.036950917,0.069737802,0.001342608,0.011130029,0.059892008,0.003444082,0.074845551,0.008308605,32643,25770,20699,7300,0.317585251,0.001342608,0.250717517,0.201381525,0.071022036,0.008308605,0.074845551,0.066935837,0.112049307,0.138209368
"HAMPDEN",120,56520,87,3457,1952,315,53,10,24923,2644,11721,226,440,2158,454,8014,66,0.001539278,0.06116419,0.034536447,0.005573248,0.000937721,0.000176929,0.440958953,0.046779901,0.207377919,0.003998585,0.007784855,0.038181175,0.008032555,0.141790517,0.001167728,39288,5409,368,2598,0.695116773,0.003998585,0.095700637,0.00651097,0.04596603,0.001167728,0.141790517,0.001539278,-0.193083244,-0.208741686
"ROCKLAND",251,29125,501,4319,4598,5741,1163,78,1476,1327,3569,38,200,105,7,5971,32,0.017201717,0.148291845,0.157871245,0.19711588,0.03993133,0.002678112,0.050678112,0.045562232,0.122540773,0.001304721,0.006866953,0.00360515,0.000240343,0.205012876,0.001098712,6372,8917,6904,305,0.218781116,0.001304721,0.30616309,0.23704721,0.010472103,0.001098712,0.205012876,0.017201717,0.085192663,0.308556604
"NEW ASHFORD",200,38778,274,1093,256,72,6,32,26640,925,5406,54,2329,1246,25,389,31,0.007065862,0.028186085,0.006601681,0.001856723,0.000154727,0.00082521,0.686987467,0.023853731,0.139408943,0.001392542,0.060059828,0.032131621,0.000644695,0.010031461,0.000799422,32971,1349,78,3575,0.850250142,0.001392542,0.034787766,0.00201145,0.092191449,0.000799422,0.010031461,0.007065862,-0.151587723,-0.420116091
"HARWICH",126,64756,4954,5854,11064,8498,778,1292,371,14500,7353,459,1741,66,828,3133,3865,0.076502563,0.090400889,0.170856755,0.131231083,0.012014331,0.019951819,0.005729199,0.223917475,0.113549324,0.007088146,0.02688554,0.001019211,0.01278646,0.048381617,0.059685589,22224,16918,9276,1807,0.343195997,0.007088146,0.261257644,0.143245414,0.02790475,0.059685589,0.048381617,0.076502563,0.097068988,0.101448786
"TYRINGHAM",302,54270,668,1642,157,19,0,0,18127,1932,24135,144,132,2681,0,4153,480,0.012308826,0.030256127,0.002892943,0.000350101,0,0,0.33401511,0.035599779,0.44472084,0.0026534,0.002432283,0.049401142,0,0.076524783,0.008844666,44194,1799,19,2813,0.814335729,0.0026534,0.033149069,0.000350101,0.051833425,0.008844666,0.076524783,0.012308826,-0.202908254,-0.353220506
"ROCKPORT",252,20192,592,1643,2461,1968,247,657,7008,513,2442,24,509,150,1,1661,316,0.029318542,0.081368859,0.121879952,0.097464342,0.012232567,0.032537639,0.347068146,0.025406101,0.120938986,0.00118859,0.025208003,0.007428685,4.95e-05,0.082260301,0.015649762,9963,4104,2215,659,0.493413233,0.00118859,0.203248811,0.10969691,0.032636688,0.015649762,0.082260301,0.029318542,-0.011491736,-0.022299426
"WARREN",311,79528,363,4203,1652,753,169,75,46343,2849,9647,239,888,4348,26,7138,835,0.00456443,0.052849311,0.020772558,0.009468363,0.002125038,0.000943064,0.582725581,0.035823861,0.121303189,0.003005231,0.011165879,0.054672568,0.000326929,0.089754552,0.010499447,58839,5855,922,5236,0.739852631,0.003005231,0.073621869,0.011593401,0.065838447,0.010499447,0.089754552,0.00456443,-0.171066402,-0.27513957
"SHEFFIELD",267,139704,2235,5786,1833,462,109,215,33551,13202,21555,492,1543,14116,7283,36182,1140,0.01599811,0.041416137,0.013120598,0.003306992,0.000780221,0.001538968,0.240157762,0.0944998,0.1542905,0.003521732,0.01104478,0.101042204,0.05213165,0.258990437,0.00816011,68308,7619,571,15659,0.488948062,0.003521732,0.054536735,0.004087213,0.112086984,0.00816011,0.258990437,0.01599811,-0.25724633,0.011444098
"LANCASTER",147,80538,1167,4082,5523,2932,523,1145,19504,6412,14110,705,3829,6469,1054,12325,758,0.014490054,0.050684149,0.068576324,0.036405175,0.006493829,0.014216891,0.242171397,0.079614592,0.175196802,0.008753632,0.047542775,0.080322332,0.01308699,0.153033351,0.009411706,40026,9605,3455,10298,0.496982791,0.008753632,0.119260473,0.042899004,0.127865107,0.009411706,0.153033351,0.014490054,-0.142223608,-0.023384068
"HUBBARDSTON",140,120832,3091,4285,1743,367,51,1721,23718,19322,37728,1042,1692,4330,5,20422,1315,0.025580972,0.03546246,0.014424987,0.003037275,0.000422074,0.014242916,0.196289063,0.159907971,0.312235169,0.008623543,0.014002913,0.035834878,4.14e-05,0.16901152,0.010882879,80768,6028,418,6022,0.668432203,0.008623543,0.049887447,0.003459349,0.049837791,0.010882879,0.16901152,0.025580972,-0.220605944,-0.184717016
"WESTFORD",330,90235,2604,10338,12150,7926,1134,1546,14929,8585,13358,172,1134,1602,17,13961,779,0.028857982,0.114567518,0.134648418,0.087837314,0.012567186,0.017133042,0.16544578,0.095140467,0.148035685,0.001906134,0.012567186,0.017753643,0.000188397,0.154718236,0.008633014,36872,22488,9060,2736,0.408621932,0.001906134,0.249215936,0.100404499,0.030320829,0.008633014,0.154718236,0.028857982,-0.027875275,0.092368962
"HAMILTON",119,42897,1030,3030,2682,1311,148,50,3788,5180,7076,12,639,4234,238,12496,983,0.024011003,0.07063431,0.062521855,0.030561578,0.003450125,0.001165583,0.088304543,0.120754365,0.16495326,0.00027974,0.014896147,0.098701541,0.005548174,0.291302422,0.022915355,16044,5712,1459,4873,0.374012169,0.00027974,0.133156165,0.034011702,0.113597687,0.022915355,0.291302422,0.024011003,-0.205953267,0.145557309
"BOXBOROUGH",37,29946,47,1906,1760,1487,231,197,6896,2788,6745,235,430,1003,42,5770,409,0.001569492,0.0636479,0.058772457,0.049656048,0.007713885,0.006578508,0.230281173,0.093100915,0.225238763,0.007847459,0.01435918,0.033493622,0.001402525,0.192680158,0.013657918,16429,3666,1718,1433,0.548620851,0.007847459,0.122420357,0.057369933,0.047852802,0.013657918,0.192680158,0.001569492,-0.152378808,-0.049335227
"DALTON",70,62928,255,2862,2407,1842,291,153,27205,802,17994,177,3230,3077,5,2517,111,0.00405225,0.045480549,0.038250064,0.029271548,0.004624333,0.00243135,0.432319476,0.012744724,0.285945843,0.002812738,0.051328502,0.048897152,7.95e-05,0.039998093,0.001763921,46001,5269,2133,6307,0.731010043,0.002812738,0.083730613,0.033895881,0.100225655,0.001763921,0.039998093,0.00405225,-0.115690917,-0.290644663
"PEABODY",229,48353,1424,5158,8113,18338,5774,465,4640,372,745,124,565,279,0,2066,290,0.029450086,0.106673836,0.167786901,0.37925258,0.11941348,0.009616777,0.095960954,0.007693421,0.015407524,0.002564474,0.011684901,0.005770066,0,0.042727442,0.00599756,5757,13271,24112,844,0.119061899,0.002564474,0.274460737,0.49866606,0.017454967,0.00599756,0.042727442,0.029450086,0.420459563,0.311540135
"CARLISLE",51,44682,402,3341,1113,327,12,26,5964,7929,11957,63,719,1311,148,10977,393,0.008996912,0.074772839,0.024909359,0.007318383,0.000268565,0.00058189,0.133476568,0.177454008,0.267602166,0.001409964,0.016091491,0.029340674,0.003312296,0.245669397,0.008795488,25850,4454,339,2030,0.578532742,0.001409964,0.099682199,0.007586948,0.045432165,0.008795488,0.245669397,0.008996912,-0.234838589,-0.060317843
"BELLINGHAM",25,54358,724,6464,7715,6262,1228,619,10257,3067,8052,137,672,630,143,7915,473,0.013319107,0.118915339,0.141929431,0.115199235,0.022590971,0.011387468,0.188693477,0.056422238,0.14812907,0.002520328,0.012362486,0.01158983,0.002630708,0.145608742,0.008701571,21376,14179,7490,1302,0.393244785,0.002520328,0.26084477,0.137790206,0.023952316,0.008701571,0.145608742,0.013319107,0.0037505,0.112652186
"EASTHAMPTON",87,39159,913,4558,5279,3631,655,161,6404,2334,6101,228,343,3239,401,4804,108,0.023315202,0.116397252,0.134809367,0.092724533,0.016726678,0.004111443,0.163538395,0.059603156,0.15580071,0.005822416,0.008759161,0.082714063,0.010240302,0.122679333,0.002757987,14839,9837,4286,3582,0.378942261,0.005822416,0.251206619,0.109451212,0.091473225,0.002757987,0.122679333,0.023315202,-0.003231888,0.104606069
"BEDFORD",23,39828,339,6327,6340,6336,2408,31,2493,2122,3508,4,121,202,3,9273,321,0.0085116,0.15885809,0.159184493,0.159084061,0.060459978,0.000778347,0.062594155,0.0532791,0.088078739,0.000100432,0.003038064,0.005071809,7.53e-05,0.232826152,0.008059657,8123,12667,8744,323,0.203951994,0.000100432,0.318042583,0.219544039,0.008109872,0.008059657,0.232826152,0.0085116,0.059360654,0.336884356
"WINTHROP",346,6540,338,204,615,2452,2199,266,0,0,0,0,78,6,0,0,382,0.051681957,0.031192661,0.094036697,0.374923547,0.336238532,0.040672783,0,0,0,0,0.011926606,0.000917431,0,0,0.058409786,0,819,4651,84,0,0,0.125229358,0.71116208,0.012844037,0.058409786,0,0.051681957,0.700046854,0.293560002
"LEVERETT",154,66067,509,2105,707,86,2,32,15591,13827,28256,164,241,1736,44,2642,125,0.0077043,0.031861595,0.010701258,0.001301709,3.03e-05,0.000484357,0.235987709,0.209287541,0.427687045,0.002482329,0.003647812,0.026276356,0.000665991,0.039989707,0.001892019,57674,2812,88,1977,0.872962296,0.002482329,0.042562853,0.001331981,0.029924168,0.001892019,0.039989707,0.0077043,-0.195476334,-0.417893698
"BEVERLY",30,44357,944,4654,7779,10447,2905,255,2785,4130,5661,12,575,343,2,3474,391,0.021281872,0.104921433,0.175372545,0.235520887,0.065491354,0.005748811,0.062786032,0.09310819,0.127623599,0.000270532,0.012963005,0.007732714,4.51e-05,0.078319093,0.008814843,12576,12433,13352,918,0.283517821,0.000270532,0.280293978,0.301012242,0.020695719,0.008814843,0.078319093,0.021281872,0.18874411,0.198835295
"LAWRENCE",149,21383,1061,829,2257,8407,7733,60,461,20,14,2,58,0,1,455,25,0.049618856,0.038769116,0.105551139,0.393162793,0.361642426,0.002805967,0.021559183,0.000935322,0.000654726,9.35e-05,0.002712435,0,4.68e-05,0.021278586,0.001169153,495,3086,16140,58,0.023149231,9.35e-05,0.144320254,0.754805219,0.002712435,0.001169153,0.021278586,0.049618856,0.716170551,0.300119193
"BECKET",22,137548,5811,7813,1595,275,13,24,50156,1432,56967,159,1635,773,5,10545,345,0.04224707,0.056801989,0.011595952,0.001999302,9.45e-05,0.000174485,0.364643615,0.010410911,0.414160875,0.00115596,0.01188676,0.005619856,3.64e-05,0.076664146,0.002508215,108555,9408,288,2408,0.789215401,0.00115596,0.068397941,0.002093815,0.017506616,0.002508215,0.076664146,0.04224707,-0.190401383,-0.322655023
"WARE",309,115059,16766,5501,3240,1532,463,286,36222,11262,24966,334,848,4718,143,8247,531,0.145716545,0.047810254,0.028159466,0.013314908,0.004024022,0.002485681,0.314812401,0.097880218,0.21698433,0.002902859,0.007370132,0.04100505,0.001242841,0.07167627,0.004615024,72450,8741,1995,5566,0.629676948,0.002902859,0.07596972,0.01733893,0.048375181,0.004615024,0.07167627,0.145716545,-0.043588326,-0.228582494
"BELCHERTOWN",24,159072,8001,8800,4052,1034,198,644,48106,15111,38889,612,938,9019,672,22300,696,0.050297978,0.055320861,0.025472742,0.006500201,0.001244719,0.004048481,0.302416516,0.094994719,0.2444742,0.003847314,0.005896701,0.056697596,0.004224502,0.140188091,0.004375377,102106,12852,1232,9957,0.641885436,0.003847314,0.080793603,0.007744921,0.062594297,0.004375377,0.140188091,0.050297978,-0.176050386,-0.168395536
"NORTHAMPTON",214,102875,3884,9960,8546,5659,1577,224,27266,4219,18881,189,289,3589,7353,10881,358,0.037754557,0.096816525,0.083071689,0.055008505,0.015329283,0.0021774,0.265040097,0.041010936,0.183533414,0.001837181,0.002809235,0.034886999,0.071475091,0.105769137,0.003479951,50366,18506,7236,3878,0.489584447,0.001837181,0.179888214,0.070337789,0.037696233,0.003479951,0.105769137,0.037754557,-0.050660185,-0.022803416
"LEE",150,77748,2244,4216,3145,1920,603,1370,21588,4429,24427,229,656,4492,802,7179,448,0.028862479,0.054226475,0.040451201,0.024695169,0.007755827,0.017621032,0.277666307,0.056966096,0.314181715,0.002945413,0.008437516,0.057776406,0.010315378,0.09233678,0.005762206,50444,7361,2523,5148,0.648814117,0.002945413,0.094677677,0.032450996,0.066213922,0.005762206,0.09233678,0.028862479,-0.128835187,-0.189970135
"MIDDLEFIELD",183,69436,127,2461,128,14,2,12,36483,515,21881,171,1981,2132,0,3438,91,0.001829022,0.03544271,0.001843424,0.000201625,2.88e-05,0.000172821,0.525419091,0.007416902,0.315124719,0.002462699,0.028529869,0.030704534,0,0.049513221,0.001310559,58879,2589,16,4113,0.847960712,0.002462699,0.037286134,0.000230428,0.059234403,0.001310559,0.049513221,0.001829022,-0.1925774,-0.393856038
"MELROSE",178,13720,185,1364,3309,5596,909,104,1832,34,174,9,44,31,1,119,9,0.013483965,0.09941691,0.241180758,0.40787172,0.066253644,0.007580175,0.133527697,0.002478134,0.012682216,0.000655977,0.003206997,0.002259475,7.29e-05,0.008673469,0.000655977,2040,4673,6505,75,0.148688047,0.000655977,0.340597668,0.474125364,0.005466472,0.000655977,0.008673469,0.013483965,0.381150245,0.338525803
"HANCOCK",121,102840,500,1652,805,353,86,84,78501,320,11007,103,1613,5292,189,2180,155,0.004861921,0.016063788,0.007827694,0.003432517,0.00083625,0.000816803,0.763331389,0.00311163,0.107030338,0.001001556,0.015684559,0.051458576,0.001837806,0.021197977,0.001507196,89828,2457,439,6905,0.873473357,0.001001556,0.023891482,0.004268767,0.067143135,0.001507196,0.021197977,0.004861921,-0.178809793,-0.432897656
"CONWAY",68,109004,597,3960,884,129,9,60,39688,13826,40286,234,362,6631,22,2027,289,0.005476863,0.036328942,0.008109794,0.001183443,8.26e-05,0.000550439,0.36409673,0.126839382,0.369582768,0.00214671,0.003320979,0.06083263,0.000201827,0.018595648,0.002651279,93800,4844,138,6993,0.86051888,0.00214671,0.044438736,0.001266009,0.064153609,0.002651279,0.018595648,0.005476863,-0.170455297,-0.417393647
"ABINGTON",1,29335,498,4736,5071,4803,1036,33,4054,879,4097,28,165,198,1,3618,118,0.016976308,0.161445372,0.172865178,0.163729334,0.035316175,0.001124936,0.138196693,0.029964207,0.139662519,0.000954491,0.00562468,0.006749616,3.41e-05,0.123333901,0.004022499,9030,9807,5839,363,0.307823419,0.000954491,0.334310551,0.199045509,0.012374297,0.004022499,0.123333901,0.016976308,0.080822397,0.21618612
"UPTON",303,62823,466,3776,2446,1309,134,276,21345,6506,17206,417,664,1311,3,6714,250,0.007417666,0.060105375,0.038934785,0.020836318,0.002132977,0.004393295,0.339764099,0.103560798,0.273880585,0.006637696,0.010569377,0.020868153,4.78e-05,0.106871687,0.003979434,45057,6222,1443,1975,0.717205482,0.006637696,0.09904016,0.022969295,0.031437531,0.003979434,0.106871687,0.007417666,-0.161450328,-0.242612411
"HARDWICK",124,117571,6125,4762,1092,293,39,471,46788,7878,25951,439,1228,7866,176,13405,1058,0.05209618,0.040503185,0.009288005,0.002492111,0.000331714,0.00400609,0.397955278,0.06700632,0.220726199,0.003733914,0.010444753,0.066904254,0.001496968,0.114016211,0.008998818,80617,5854,332,9094,0.685687797,0.003733914,0.04979119,0.002823826,0.077349006,0.008998818,0.114016211,0.05209618,-0.188615616,-0.223160647
"WOBURN",347,37250,679,2896,5908,15114,6564,286,3040,190,381,48,278,219,12,1487,148,0.018228188,0.077744966,0.158604027,0.405744966,0.176214765,0.007677852,0.081610738,0.005100671,0.010228188,0.001288591,0.007463087,0.005879195,0.000322148,0.039919463,0.003973154,3611,8804,21678,497,0.096939597,0.001288591,0.236348993,0.581959732,0.013342282,0.003973154,0.039919463,0.018228188,0.509446562,0.308766383
"WAYLAND",315,45624,1755,8541,5218,2103,449,28,4566,3514,7293,60,826,1100,9,8976,1186,0.038466597,0.187204103,0.11436963,0.046094161,0.009841312,0.000613712,0.100078906,0.077020866,0.159850079,0.001315097,0.018104506,0.024110117,0.000197265,0.196738559,0.02599509,15373,13759,2552,1926,0.336949851,0.001315097,0.301573733,0.055935473,0.042214624,0.02599509,0.196738559,0.038466597,-0.064846704,0.193373858
"LENOX",152,62344,1054,4797,2151,1232,325,160,20992,3056,15354,318,509,3263,8,8690,435,0.016906198,0.076944052,0.034502117,0.019761324,0.005213012,0.002566406,0.336712434,0.04901835,0.246278712,0.005100731,0.008164378,0.052338637,0.00012832,0.139387912,0.006977416,39402,6948,1557,3772,0.632009496,0.005100731,0.11144617,0.024974336,0.060503016,0.006977416,0.139387912,0.016906198,-0.152822054,-0.15249099
"HADLEY",117,70836,4567,3651,4442,2311,877,27,13114,801,3987,187,480,8227,19745,7960,460,0.064472867,0.051541589,0.062708227,0.032624654,0.01238071,0.000381162,0.185131854,0.01130781,0.05628494,0.002639901,0.006776215,0.11614151,0.278742447,0.11237224,0.006493873,17902,8093,3188,8707,0.252724603,0.002639901,0.114249816,0.045005365,0.122917725,0.006493873,0.11237224,0.064472867,0.175483936,0.008814406
"REVERE",248,17751,824,208,843,5748,7384,423,181,1,15,0,78,11,0,67,1968,0.04641992,0.01171765,0.047490282,0.323812743,0.415976565,0.023829643,0.010196609,5.63e-05,0.000845023,0,0.004394119,0.000619683,0,0.003774435,0.110866993,197,1051,13132,89,0.011097966,0,0.059207932,0.739789308,0.005013802,0.110866993,0.003774435,0.04641992,0.75193113,0.227092234
"MALDEN",165,14591,35,377,1606,7112,4927,27,380,2,11,1,35,5,9,63,1,0.002398739,0.025837845,0.11006785,0.487423754,0.337673909,0.001850456,0.026043451,0.000137071,0.000753889,6.85e-05,0.002398739,0.000342677,0.000616819,0.00431773,6.85e-05,393,1983,12039,40,0.026934412,6.85e-05,0.135905695,0.825097663,0.002741416,6.85e-05,0.00431773,0.002398739,0.783896555,0.287396214
"PERU",233,74962,485,2127,375,23,0,7,28443,726,32115,348,2168,723,0,7313,109,0.006469945,0.028374376,0.005002535,0.000306822,0,9.34e-05,0.379432246,0.009684907,0.428417065,0.004642352,0.02892132,0.009644887,0,0.097556095,0.00145407,61284,2502,23,2891,0.817534217,0.004642352,0.033376911,0.000306822,0.038566207,0.00145407,0.097556095,0.006469945,-0.221828549,-0.346547234
"SWAMPSCOTT",291,8919,149,830,2100,3587,848,247,656,30,102,1,14,0,0,182,173,0.016705909,0.09305976,0.235452405,0.402175132,0.095077924,0.027693688,0.073550847,0.003363606,0.01143626,0.00011212,0.001569683,0,0,0.020405875,0.019396793,788,2930,4435,14,0.088350712,0.00011212,0.328512165,0.497253055,0.001569683,0.019396793,0.020405875,0.016705909,0.415258388,0.377960535
"HINSDALE",132,62431,2870,2702,1126,255,40,486,19021,674,18809,81,2264,2561,4,11109,429,0.045970752,0.043279781,0.018035912,0.004084509,0.000640707,0.007784594,0.304672358,0.010795919,0.301276609,0.001297432,0.036264035,0.041021288,6.41e-05,0.177940446,0.006871586,38504,3828,295,4825,0.616744886,0.001297432,0.061315693,0.004725217,0.077285323,0.006871586,0.177940446,0.045970752,-0.209789896,-0.133916557
"SHUTESBURY",272,78011,1668,2389,318,35,7,35,12888,17703,39560,17,97,334,2,2791,167,0.0213816,0.030623886,0.004076348,0.000448655,8.97e-05,0.000448655,0.165207471,0.226929536,0.507107972,0.000217918,0.001243414,0.004281447,2.56e-05,0.035777006,0.002140724,70151,2707,42,431,0.899244978,0.000217918,0.034700235,0.000538386,0.005524862,0.002140724,0.035777006,0.0213816,-0.202748319,-0.446508606
"SUNDERLAND",289,42413,1916,1185,1333,777,109,317,9805,6373,9264,50,424,1942,7587,1265,66,0.045174828,0.027939547,0.031429043,0.018319855,0.002569967,0.007474123,0.23117912,0.150260533,0.218423597,0.001178884,0.009996935,0.045787848,0.178883833,0.029825761,0.001556127,25442,2518,886,2366,0.599863249,0.001178884,0.05936859,0.020889822,0.055784783,0.001556127,0.029825761,0.045174828,-0.060834653,-0.203190384
"NAHANT",196,3618,449,349,583,1153,358,294,74,15,91,1,98,0,0,2,151,0.124101714,0.096462134,0.161138751,0.318684356,0.098949696,0.081260365,0.020453289,0.004145937,0.025152018,0.000276396,0.027086788,0,0,0.000552792,0.041735766,180,932,1511,98,0.049751244,0.000276396,0.257600884,0.417634052,0.027086788,0.041735766,0.000552792,0.124101714,0.418323167,0.327872836
"ERVING",91,41392,1613,1120,1255,598,118,509,11311,9400,13529,87,132,836,87,774,23,0.038968883,0.027058369,0.030319869,0.014447236,0.002850792,0.012297062,0.273265365,0.227097024,0.326850599,0.002101855,0.003189022,0.02019714,0.002101855,0.018699266,0.000555663,34240,2375,716,968,0.827212988,0.002101855,0.057378237,0.017298029,0.023386162,0.000555663,0.018699266,0.038968883,-0.140195312,-0.387928396
"MILLIS",187,35297,200,3495,3055,1693,430,248,2624,2720,6467,111,714,1723,16,11275,526,0.005666204,0.099016914,0.086551265,0.047964416,0.012182338,0.007026093,0.074340596,0.077060373,0.183216704,0.003144743,0.020228348,0.048814347,0.000453296,0.319432246,0.014902116,11811,6550,2123,2437,0.334617673,0.003144743,0.185568179,0.060146755,0.069042695,0.014902116,0.319432246,0.005666204,-0.17310921,0.20846789
"RANDOLPH",244,29930,1538,3275,6234,9092,1914,36,3364,231,1118,14,301,169,0,2583,61,0.051386569,0.109421985,0.208286001,0.303775476,0.063949215,0.001202807,0.11239559,0.007718009,0.037353826,0.000467758,0.010056799,0.005646509,0,0.08630137,0.002038089,4713,9509,11006,470,0.157467424,0.000467758,0.317707985,0.367724691,0.015703308,0.002038089,0.08630137,0.051386569,0.270192556,0.320565282
"LUDLOW",161,81551,3623,9221,8441,5286,974,211,25069,2622,11040,346,470,2977,348,10539,384,0.044426187,0.113070349,0.103505782,0.064818335,0.011943446,0.002587338,0.30740273,0.03215166,0.135375409,0.004242744,0.005763265,0.036504764,0.004267268,0.129232014,0.00470871,38731,17662,6260,3447,0.474929799,0.004242744,0.21657613,0.076761781,0.042268029,0.00470871,0.129232014,0.044426187,-0.04777936,0.011188346
"ASHBURNHAM",11,117850,7453,5114,2248,691,81,170,17770,17435,45968,1266,1542,2944,2,14377,789,0.063241409,0.043394145,0.019075095,0.005863386,0.000687314,0.001442512,0.150784896,0.1479423,0.390055155,0.010742469,0.013084429,0.024980908,1.7e-05,0.12199406,0.006694951,81173,7362,772,4486,0.68878235,0.010742469,0.062469241,0.0065507,0.038065337,0.006694951,0.12199406,0.063241409,-0.184909072,-0.220278947
"TEWKSBURY",295,60858,756,10481,13501,13110,2216,80,3562,2366,2664,64,518,876,222,9180,1262,0.01242236,0.172220579,0.221844293,0.215419501,0.036412633,0.001314535,0.058529692,0.038877387,0.043774031,0.001051628,0.008511617,0.014394163,0.003647836,0.150842946,0.020736797,8592,23982,15326,1394,0.14118111,0.001051628,0.394064872,0.251832134,0.022905781,0.020736797,0.150842946,0.01242236,0.140526238,0.389283916
"ASHBY",12,69277,1136,2786,1536,387,33,246,12355,10392,29786,768,1346,3531,12,4593,370,0.016397939,0.040215367,0.022171861,0.00558627,0.000476349,0.003550962,0.178342018,0.150006496,0.429955108,0.01108593,0.019429248,0.050969297,0.000173218,0.06629906,0.005340878,52533,4322,420,4877,0.758303622,0.01108593,0.062387228,0.006062618,0.070398545,0.005340878,0.06629906,0.016397939,-0.16542811,-0.304064629
"NORTH ADAMS",209,59323,420,3975,3127,4092,1134,104,21081,2179,18722,109,360,1417,159,2032,412,0.007079885,0.067006052,0.052711427,0.068978305,0.019115689,0.001753114,0.355359641,0.036731116,0.315594289,0.001837399,0.006068473,0.023886182,0.002680242,0.034253156,0.00694503,41982,7102,5226,1777,0.707685046,0.001837399,0.119717479,0.088093994,0.029954655,0.00694503,0.034253156,0.007079885,-0.05942829,-0.260130582
"HEATH",130,71693,95,3050,546,30,1,33,17639,8885,33520,931,465,5044,178,1194,82,0.001325095,0.042542508,0.007615806,0.000418451,1.39e-05,0.000460296,0.246035178,0.123931207,0.467549133,0.012985926,0.006485989,0.070355544,0.002482809,0.016654346,0.001143766,60044,3596,31,5509,0.837515518,0.012985926,0.050158314,0.000432399,0.076841533,0.001143766,0.016654346,0.001325095,-0.157443863,-0.399686124
"WILLIAMSTOWN",341,134835,209,6466,2663,1890,400,43,44844,5868,51786,299,3973,11742,997,3384,271,0.001550043,0.047954908,0.019750065,0.014017132,0.002966589,0.000318908,0.33258427,0.043519858,0.384069418,0.002217525,0.029465643,0.087084214,0.007394223,0.025097341,0.002009864,102498,9129,2290,15715,0.760173545,0.002217525,0.067704973,0.016983721,0.116549857,0.002009864,0.025097341,0.001550043,-0.11831742,-0.331709568
"WEST NEWBURY",324,42382,3242,2296,1959,716,62,24,11066,2037,6265,67,307,5823,86,7311,1121,0.076494738,0.054173942,0.046222453,0.016893964,0.001462885,0.000566278,0.261101411,0.048062857,0.147822189,0.00158086,0.007243641,0.137393233,0.002029163,0.172502477,0.026449908,19368,4255,778,6130,0.456986457,0.00158086,0.100396395,0.01835685,0.144636874,0.026449908,0.172502477,0.076494738,-0.188007739,0.020700929
"EASTON",88,84133,969,9536,8926,5588,1226,75,8309,6429,16485,160,544,1717,596,23324,249,0.011517478,0.113344348,0.106093923,0.066418647,0.014572165,0.000891446,0.098760296,0.076414724,0.195939762,0.001901751,0.006465953,0.020408163,0.007084022,0.277227723,0.0029596,31223,18462,6814,2261,0.371114783,0.001901751,0.21943827,0.080990812,0.026874116,0.0029596,0.277227723,0.011517478,-0.123964957,0.171758844
"BRAINTREE",40,41527,1670,4837,7638,12392,4276,148,5183,107,764,55,209,50,5,4108,85,0.0402148,0.116478436,0.183928528,0.298408265,0.102969153,0.003563946,0.124810364,0.002576637,0.018397669,0.00132444,0.00503287,0.001204036,0.000120404,0.098923592,0.002046861,6054,12475,16668,259,0.14578467,0.00132444,0.300406964,0.401377417,0.006236906,0.002046861,0.098923592,0.0402148,0.301930105,0.323696434
"WORCESTER",348,110644,2815,16161,19493,33617,17626,289,16036,208,1096,147,526,359,6,2195,70,0.025441958,0.146063049,0.176177651,0.303830303,0.159303713,0.002611981,0.1449333,0.001879903,0.009905643,0.001328585,0.004753986,0.00324464,5.42e-05,0.019838401,0.00063266,17340,35654,51243,885,0.156718846,0.001328585,0.3222407,0.463134015,0.007998626,0.00063266,0.019838401,0.025441958,0.37154335,0.317681687
"TOWNSEND",299,94899,414,3959,3668,1714,295,836,17056,23469,27300,829,1130,3213,385,10096,535,0.004362533,0.041718037,0.038651619,0.018061307,0.003108568,0.008809366,0.179727921,0.24730503,0.287674264,0.008735603,0.011907396,0.033857048,0.004056945,0.10638679,0.005637573,67825,7627,2009,4343,0.714707215,0.008735603,0.080369656,0.021169875,0.045764444,0.005637573,0.10638679,0.004362533,-0.1682457,-0.2446725
"WINCHENDON",343,126936,2266,5764,3722,1794,284,1731,9115,38975,38311,688,1830,3814,32,17418,1192,0.017851516,0.04540871,0.029321863,0.014133106,0.002237348,0.013636793,0.07180784,0.307044495,0.301813512,0.005420054,0.014416714,0.030046638,0.000252096,0.137218756,0.009390559,86401,9486,2078,5644,0.680665847,0.005420054,0.074730573,0.016370454,0.044463352,0.009390559,0.137218756,0.017851516,-0.181506862,-0.204130291
